"DateTime","Average USD","Active market wallets"
"2021-12-15 00:00:00",3099.14,538
"2021-12-16 00:00:00",2311.39,615
"2021-12-17 00:00:00",2070.7,792
"2021-12-18 00:00:00",2596.22,512
"2021-12-19 00:00:00",4110.25,375
"2021-12-20 00:00:00",3839.41,1716
"2021-12-21 00:00:00",2010.84,692
"2021-12-22 00:00:00",3443.05,606
"2021-12-23 00:00:00",3959.48,514
"2021-12-24 00:00:00",2596.62,533
"2021-12-25 00:00:00",6506.79,500
"2021-12-26 00:00:00",1349.81,1402
"2021-12-27 00:00:00",4779.66,1400
"2021-12-28 00:00:00",2169.45,531
"2021-12-29 00:00:00",5610.92,505
"2021-12-30 00:00:00",2433.16,450
"2021-12-31 00:00:00",3058.58,622
"2022-01-01 00:00:00",4100.7,659
"2022-01-02 00:00:00",7735.68,293
"2022-01-03 00:00:00",3208.74,296
"2022-01-04 00:00:00",4509.15,191
"2022-01-05 00:00:00",4841.41,202
"2022-01-06 00:00:00",7729.01,263
"2022-01-07 00:00:00",3068.07,470
"2022-01-08 00:00:00",6967.19,239
"2022-01-09 00:00:00",7871.56,171
"2022-01-10 00:00:00",8640.28,1383
"2022-01-11 00:00:00",2241.8,709
"2022-01-12 00:00:00",6597.49,376
"2022-01-13 00:00:00",6106.68,304
"2022-01-14 00:00:00",2450.12,226
"2022-01-15 00:00:00",3449.46,247
"2022-01-16 00:00:00",2637.34,252
"2022-01-17 00:00:00",2621.14,249
"2022-01-18 00:00:00",4591.05,273
"2022-01-19 00:00:00",3080.37,198
"2022-01-20 00:00:00",2429.32,249
"2022-01-21 00:00:00",2894.39,236
"2022-01-22 00:00:00",3575.46,173
"2022-01-23 00:00:00",1651.38,140
"2022-01-24 00:00:00",2073.19,922
"2022-01-25 00:00:00",2039.39,491
"2022-01-26 00:00:00",3221.27,390
"2022-01-27 00:00:00",3503,325
"2022-01-28 00:00:00",4171.98,706
"2022-01-29 00:00:00",2478.01,580
"2022-01-30 00:00:00",3703.04,288
"2022-01-31 00:00:00",4216,1122
"2022-02-01 00:00:00",4550.72,829
"2022-02-02 00:00:00",4137.81,400
"2022-02-03 00:00:00",915.61,2016
"2022-02-04 00:00:00",2860.66,484
"2022-02-05 00:00:00",7187.42,320
"2022-02-06 00:00:00",5166.54,275
"2022-02-07 00:00:00",863.75,897
"2022-02-08 00:00:00",2739.57,482
"2022-02-09 00:00:00",6080.22,312
"2022-02-10 00:00:00",4620.3,466
"2022-02-11 00:00:00",2395.72,516
"2022-02-12 00:00:00",5530.52,359
"2022-02-13 00:00:00",7686.05,231
"2022-02-14 00:00:00",1223.68,986
"2022-02-15 00:00:00",2421.65,385
"2022-02-16 00:00:00",2805.16,246
"2022-02-17 00:00:00",2852.42,220
"2022-02-18 00:00:00",4602.51,214
"2022-02-19 00:00:00",4243.31,124
"2022-02-20 00:00:00",3711.14,101
"2022-02-21 00:00:00",4910.07,90
"2022-02-22 00:00:00",1097.87,768
"2022-02-23 00:00:00",3283.47,290
"2022-02-24 00:00:00",1062.74,318
"2022-02-25 00:00:00",808.51,314
"2022-02-26 00:00:00",2314.01,191
"2022-02-27 00:00:00",3398.86,170
"2022-02-28 00:00:00",2933.07,163
"2022-03-01 00:00:00",983.76,970
"2022-03-02 00:00:00",1716.91,246
"2022-03-03 00:00:00",1552.05,295
"2022-03-04 00:00:00",2834.1,297
"2022-03-05 00:00:00",2176.69,175
"2022-03-06 00:00:00",3097.69,149
"2022-03-07 00:00:00",5324.35,148
"2022-03-08 00:00:00",5238.11,204
"2022-03-09 00:00:00",2469.84,180
"2022-03-10 00:00:00",1697.43,270
"2022-03-11 00:00:00",895.92,355
"2022-03-12 00:00:00",811.55,284
"2022-03-13 00:00:00",4519.86,203
"2022-03-14 00:00:00",4164.28,195
"2022-03-15 00:00:00",3004.84,370
"2022-03-16 00:00:00",2822.33,196
"2022-03-17 00:00:00",4611.46,205
"2022-03-18 00:00:00",2195.72,365
"2022-03-19 00:00:00",1196.5,331
"2022-03-20 00:00:00",1089.1,139
"2022-03-21 00:00:00",2850.08,1064
"2022-03-22 00:00:00",1018.95,1033
"2022-03-23 00:00:00",5422.35,367
"2022-03-24 00:00:00",8848.99,255
"2022-03-25 00:00:00",2086.88,605
"2022-03-26 00:00:00",2093.71,304
"2022-03-27 00:00:00",2146,248
"2022-03-28 00:00:00",4223.14,156
"2022-03-29 00:00:00",1322.91,1033
"2022-03-30 00:00:00",1623.38,342
"2022-03-31 00:00:00",3330.19,211
"2022-04-01 00:00:00",9178.95,182
"2022-04-02 00:00:00",4253.2,247
"2022-04-03 00:00:00",1701.06,229
"2022-04-04 00:00:00",1745.16,182
"2022-04-05 00:00:00",1751.44,467
"2022-04-06 00:00:00",1057.41,778
"2022-04-07 00:00:00",708.8,494
"2022-04-08 00:00:00",1431.46,295
"2022-04-09 00:00:00",2763.86,258
"2022-04-10 00:00:00",1665.77,202
"2022-04-11 00:00:00",3952.91,171
"2022-04-12 00:00:00",978.13,283
"2022-04-13 00:00:00",5131.78,170
"2022-04-14 00:00:00",625.82,390
"2022-04-15 00:00:00",377.5,883
"2022-04-16 00:00:00",1258.39,306
"2022-04-17 00:00:00",3399.72,249
"2022-04-18 00:00:00",1156.77,446
"2022-04-19 00:00:00",1294.71,331
"2022-04-20 00:00:00",2289.36,227
"2022-04-21 00:00:00",3375.34,178
"2022-04-22 00:00:00",751.7,564
"2022-04-23 00:00:00",2280.98,327
"2022-04-24 00:00:00",3031.91,188
"2022-04-25 00:00:00",3547.86,213
"2022-04-26 00:00:00",4264.23,182
"2022-04-27 00:00:00",2329.15,256
"2022-04-28 00:00:00",2712.97,213
"2022-04-29 00:00:00",3185.38,833
"2022-04-30 00:00:00",4078.52,323
"2022-05-01 00:00:00",6204.79,340
"2022-05-02 00:00:00",6759.07,298
"2022-05-03 00:00:00",3747,394
"2022-05-04 00:00:00",1854.5,279
"2022-05-05 00:00:00",7528.81,395
"2022-05-06 00:00:00",4836.34,878
"2022-05-07 00:00:00",3588.3,2024
"2022-05-08 00:00:00",2105.49,389
"2022-05-09 00:00:00",3405.46,284
"2022-05-10 00:00:00",4196.9,305
"2022-05-11 00:00:00",8756.31,134
"2022-05-12 00:00:00",8491.74,162
"2022-05-13 00:00:00",1933.28,315
"2022-05-14 00:00:00",3816.5,206
"2022-05-15 00:00:00",2136.02,173
"2022-05-16 00:00:00",2210.09,329
"2022-05-17 00:00:00",3372.66,235
"2022-05-18 00:00:00",1938.78,237
"2022-05-19 00:00:00",1212.02,299
"2022-05-20 00:00:00",578.73,381
"2022-05-21 00:00:00",1214.59,241
"2022-05-22 00:00:00",2422.71,207
"2022-05-23 00:00:00",923.6,474
"2022-05-24 00:00:00",2063.71,199
"2022-05-25 00:00:00",1737.42,687
"2022-05-26 00:00:00",1954.06,238
"2022-05-27 00:00:00",2919.19,229
"2022-05-28 00:00:00",523.81,271
"2022-05-29 00:00:00",926.2,172
"2022-05-30 00:00:00",1722.84,202
"2022-05-31 00:00:00",971.23,216
"2022-06-01 00:00:00",522.37,317
"2022-06-02 00:00:00",1382.03,179
"2022-06-03 00:00:00",588.18,447
"2022-06-04 00:00:00",1023.82,222
"2022-06-05 00:00:00",613.51,172
"2022-06-06 00:00:00",876.81,353
"2022-06-07 00:00:00",1832.38,191
"2022-06-08 00:00:00",992.46,570
"2022-06-09 00:00:00",1097.49,196
"2022-06-10 00:00:00",4827.23,231
"2022-06-11 00:00:00",2305.35,191
"2022-06-12 00:00:00",1855.73,175
"2022-06-13 00:00:00",2026.34,488
"2022-06-14 00:00:00",3209.24,220
"2022-06-15 00:00:00",2238.05,247
"2022-06-16 00:00:00",1352.27,187
"2022-06-17 00:00:00",1399.68,275
"2022-06-18 00:00:00",2615.04,250
"2022-06-19 00:00:00",1499.04,437
"2022-06-20 00:00:00",2453.43,561
"2022-06-21 00:00:00",2524.24,468
"2022-06-22 00:00:00",2025,484
"2022-06-23 00:00:00",1279.5,432
"2022-06-24 00:00:00",2434.63,406
"2022-06-25 00:00:00",907.96,285
"2022-06-26 00:00:00",1729.46,220
"2022-06-27 00:00:00",646.03,468
"2022-06-28 00:00:00",2267.82,401
"2022-06-29 00:00:00",1531.31,700
"2022-06-30 00:00:00",808.6,334
"2022-07-01 00:00:00",894.14,474
"2022-07-02 00:00:00",1510.51,287
"2022-07-03 00:00:00",788.38,266
"2022-07-04 00:00:00",1184.23,292
"2022-07-05 00:00:00",1590.74,309
"2022-07-06 00:00:00",1416.87,636
"2022-07-07 00:00:00",1622.85,701
"2022-07-08 00:00:00",1047.63,1004
"2022-07-09 00:00:00",915.44,734
"2022-07-10 00:00:00",1944.66,548
"2022-07-11 00:00:00",924.51,1093
"2022-07-12 00:00:00",2252.53,596
"2022-07-13 00:00:00",1610.1,1634
"2022-07-14 00:00:00",1489.22,745
"2022-07-15 00:00:00",1981.42,641
"2022-07-16 00:00:00",1836.9,440
"2022-07-17 00:00:00",3968.58,400
"2022-07-18 00:00:00",2069.7,847
"2022-07-19 00:00:00",3356.84,395
"2022-07-20 00:00:00",2316.63,472
"2022-07-21 00:00:00",2105.73,349
"2022-07-22 00:00:00",929.99,664
"2022-07-23 00:00:00",3883,396
"2022-07-24 00:00:00",1481.09,176
"2022-07-25 00:00:00",437.3,476
"2022-07-26 00:00:00",2044.95,221
"2022-07-27 00:00:00",4197.77,709
"2022-07-28 00:00:00",3759.96,278
"2022-07-29 00:00:00",2238.06,268
"2022-07-30 00:00:00",3574.75,183
"2022-07-31 00:00:00",4419.11,173
"2022-08-01 00:00:00",3015.45,677
"2022-08-02 00:00:00",3517.21,378
"2022-08-03 00:00:00",1520.93,353
"2022-08-04 00:00:00",1915.97,242
"2022-08-05 00:00:00",850.63,517
"2022-08-06 00:00:00",1760.72,224
"2022-08-07 00:00:00",2591.43,178
"2022-08-08 00:00:00",1774.96,446
"2022-08-09 00:00:00",2434.79,235
"2022-08-10 00:00:00",779.48,740
"2022-08-11 00:00:00",2271.03,311
"2022-08-12 00:00:00",906.5,440
"2022-08-13 00:00:00",1212.48,215
"2022-08-14 00:00:00",2306.41,182
"2022-08-15 00:00:00",2665.74,239
"2022-08-16 00:00:00",1188.38,183
"2022-08-17 00:00:00",704.88,579
"2022-08-18 00:00:00",1399.11,161
"2022-08-19 00:00:00",1577.5,249
"2022-08-20 00:00:00",1471.29,176
"2022-08-21 00:00:00",1677.49,175
"2022-08-22 00:00:00",1242.28,450
"2022-08-23 00:00:00",3131.88,269
"2022-08-24 00:00:00",783.41,517
"2022-08-25 00:00:00",1742.05,313
"2022-08-26 00:00:00",1045.77,400
"2022-08-27 00:00:00",2348.15,290
"2022-08-28 00:00:00",3300.34,222
"2022-08-29 00:00:00",1911.23,210
"2022-08-30 00:00:00",3230.15,184
"2022-08-31 00:00:00",2829.71,183
"2022-09-01 00:00:00",2630.63,256
"2022-09-02 00:00:00",2096.72,217
"2022-09-03 00:00:00",1440.45,136
"2022-09-04 00:00:00",2267.17,108
"2022-09-05 00:00:00",1199.23,144
"2022-09-06 00:00:00",1009.59,121
"2022-09-07 00:00:00",1275.22,513
"2022-09-08 00:00:00",2011.36,317
"2022-09-09 00:00:00",1018.35,295
"2022-09-10 00:00:00",2033.01,186
"2022-09-11 00:00:00",1350.87,141
"2022-09-12 00:00:00",731.03,586
"2022-09-13 00:00:00",1111.34,210
"2022-09-14 00:00:00",1909.78,138
"2022-09-15 00:00:00",1551.82,140
"2022-09-16 00:00:00",796.42,306
"2022-09-17 00:00:00",857.31,227
"2022-09-18 00:00:00",821.84,130
"2022-09-19 00:00:00",830.96,374
"2022-09-20 00:00:00",1839.86,212
"2022-09-21 00:00:00",1655.42,549
"2022-09-22 00:00:00",5718.94,220
"2022-09-23 00:00:00",721.7,294
"2022-09-24 00:00:00",4227.51,160
"2022-09-25 00:00:00",2991.4,168
"2022-09-26 00:00:00",1132.67,278
"2022-09-27 00:00:00",1761.81,225
"2022-09-28 00:00:00",1032.18,363
"2022-09-29 00:00:00",1867.6,232
"2022-09-30 00:00:00",855.34,333
"2022-10-01 00:00:00",2233.9,138
"2022-10-02 00:00:00",2521.19,161
"2022-10-03 00:00:00",773.03,276
"2022-10-04 00:00:00",1408.74,228
"2022-10-05 00:00:00",1034.87,681
"2022-10-06 00:00:00",2290.8,459
"2022-10-07 00:00:00",1131.37,602
"2022-10-08 00:00:00",2275.38,249
"2022-10-09 00:00:00",695.23,173
"2022-10-10 00:00:00",3075.16,213
"2022-10-11 00:00:00",1452.01,204
"2022-10-12 00:00:00",897.92,557
"2022-10-13 00:00:00",3725.97,243
"2022-10-14 00:00:00",1088.54,539
"2022-10-15 00:00:00",1193.87,225
"2022-10-16 00:00:00",877.72,155
"2022-10-17 00:00:00",1497.22,369
"2022-10-18 00:00:00",1916.6,240
"2022-10-19 00:00:00",1105.83,575
"2022-10-20 00:00:00",2412.45,227
"2022-10-21 00:00:00",1974.33,213
"2022-10-22 00:00:00",1116.15,184
"2022-10-23 00:00:00",1389.47,224
"2022-10-24 00:00:00",1712.47,313
"2022-10-25 00:00:00",1180.75,494
"2022-10-26 00:00:00",1706.99,400
"2022-10-27 00:00:00",1578.24,358
"2022-10-28 00:00:00",3464.04,320
"2022-10-29 00:00:00",3015.26,249
"2022-10-30 00:00:00",865.22,287
"2022-10-31 00:00:00",1838.69,577
"2022-11-01 00:00:00",2689.4,531
"2022-11-02 00:00:00",2951.38,394
"2022-11-03 00:00:00",495.81,2695
"2022-11-04 00:00:00",512.3,2648
"2022-11-05 00:00:00",903.65,2245
"2022-11-06 00:00:00",683.49,1847
"2022-11-07 00:00:00",793.83,2892
"2022-11-08 00:00:00",604.27,2060
"2022-11-09 00:00:00",898.59,843
"2022-11-10 00:00:00",685.06,637
"2022-11-11 00:00:00",711.27,503
"2022-11-12 00:00:00",634.8,547
"2022-11-13 00:00:00",336.29,350
"2022-11-14 00:00:00",567.44,459
"2022-11-15 00:00:00",549.41,476
"2022-11-16 00:00:00",659.91,379
"2022-11-17 00:00:00",667.24,384
"2022-11-18 00:00:00",1844.14,265
"2022-11-19 00:00:00",1315.55,271
"2022-11-20 00:00:00",1565.37,276
"2022-11-21 00:00:00",1202.57,298
"2022-11-22 00:00:00",2421.07,240
"2022-11-23 00:00:00",1135.76,176
"2022-11-24 00:00:00",1088.67,130
"2022-11-25 00:00:00",796.68,207
"2022-11-26 00:00:00",2699.62,127
"2022-11-27 00:00:00",1029.35,142
"2022-11-28 00:00:00",6512.26,151
"2022-11-29 00:00:00",2001.63,186
"2022-11-30 00:00:00",1762.86,274
"2022-12-01 00:00:00",2837.09,211
"2022-12-02 00:00:00",1909.91,231
"2022-12-03 00:00:00",1146.75,259
"2022-12-04 00:00:00",2851.72,186
"2022-12-05 00:00:00",2728.8,365
"2022-12-06 00:00:00",2120.41,260
"2022-12-07 00:00:00",1506.75,247
"2022-12-08 00:00:00",1379.4,257
"2022-12-09 00:00:00",3323.94,221
"2022-12-10 00:00:00",867.51,208
"2022-12-11 00:00:00",1512.84,200
"2022-12-12 00:00:00",1860.46,221
"2022-12-13 00:00:00",1902.49,237
"2022-12-14 20:03:26",2697.64,207